C3H4O(165)              C   3H   4O   1     G     200.0    3000.0  1000.0      1
 5.46111806E+00 1.75362931E-02-8.54049202E-06 2.02457150E-09-1.89348231E-13    2
-1.12750251E+04-2.43194430E+00 1.99407956E+00 2.69592033E-02-1.31937303E-05    3
-3.88793644E-09 4.42052637E-12-1.04122102E+04 1.52395855E+01                   4
C5H6O(645)z             C   5H   6O   1     G     200.0    3000.0  1000.0      1
 9.72740764E+00 2.59776409E-02-1.29237034E-05 3.12432516E-09-2.97260758E-13    2
-5.64568023E+03-2.38333103E+01 4.66059556E+00 1.23321911E-02 7.66417479E-05    3
-1.19011342E-07 5.09852165E-11-3.33387246E+03 7.92098134E+00                   4
CPND2(626)              C   5H   6O   1     G     200.0    3000.0  1000.0      1
 5.12540529E+00 3.32942757E-02-1.69618804E-05 4.17199797E-09-4.01984178E-13    2
-1.60069293E+04-2.93054507E+00 2.50774185E+00 1.25749879E-02 7.69473391E-05    3
-1.14881300E-07 4.80790461E-11-1.42655765E+04 1.64804866E+01                   4
S(1288)rs0              C   5H   6O   1     G     200.0    3000.0  1000.0      1
 5.56128071E+00 3.27427772E-02-1.66743120E-05 4.10178495E-09-3.95360345E-13    2
-1.47119896E+02-6.82768401E+00 1.37196525E+00 1.23971551E-02 8.95774386E-05    3
-1.35398940E-07 5.73885518E-11 2.11615528E+03 2.13850924E+01                   4
S(1288)rs1              C   5H   6O   1     G     200.0    3000.0  1000.0      1
 5.56128071E+00 3.27427772E-02-1.66743120E-05 4.10178495E-09-3.95360345E-13    2
-1.47119896E+02-6.82768401E+00 1.37196525E+00 1.23971551E-02 8.95774386E-05    3
-1.35398940E-07 5.73885518E-11 2.11615528E+03 2.13850924E+01                   4
C5Oqidgnvrs             C   5H   6O   1     G     200.0    3000.0  1000.0      1
 5.90250825E+00 3.22476772E-02-1.63899348E-05 4.02691882E-09-3.87850314E-13    2
 1.08616020E+04-1.02809743E+01 1.65464204E-01 1.56224275E-02 9.01691530E-05    3
-1.41592210E-07 6.10344841E-11 1.35118902E+04 2.58789537E+01                   4
C5O2pkpfsder0           C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.23593726E+01 2.78196512E-02-1.34697538E-05 3.18057203E-09-2.96726323E-13    2
 2.61228951E+04-3.00736106E+01 5.15903364E+00 5.01010297E-02-3.46940108E-05    3
 6.77984552E-09 2.24721767E-12 2.78486900E+04 6.15957534E+00                   4
C5O2pkpfsder1           C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.23593726E+01 2.78196512E-02-1.34697538E-05 3.18057203E-09-2.96726323E-13    2
 2.61228951E+04-3.00736106E+01 5.15903364E+00 5.01010297E-02-3.46940108E-05    3
 6.77984552E-09 2.24721767E-12 2.78486900E+04 6.15957534E+00                   4
C5O2sidwaoez            C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.11216847E+01 2.95511267E-02-1.44534726E-05 3.43930314E-09-3.22758946E-13    2
 2.58696007E+04-2.32158548E+01 8.69816576E+00 1.54325684E-02 5.53661478E-05    3
-8.71421277E-08 3.69811287E-11 2.72637721E+04-6.39819279E+00                   4
C5O2sidwaoee            C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.15918200E+01 2.78861151E-02-1.31852104E-05 3.04939468E-09-2.79429941E-13    2
 2.56962861E+04-2.52828277E+01 6.53396944E+00 3.27593756E-02 1.43866454E-05    3
-4.94052793E-08 2.47879784E-11 2.72270747E+04 2.21441715E+00                   4
S(1210)r0               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.12708135E+01 3.04271936E-02-1.49370529E-05 3.57493905E-09-3.37589671E-13    2
 2.69870957E+03-3.05630209E+01 5.25300403E-01 4.76269705E-02 1.36853926E-05    3
-6.62897693E-08 3.44504094E-11 5.81209633E+03 2.67445906E+01                   4
S(1210)r1               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.12708135E+01 3.04271936E-02-1.49370529E-05 3.57493905E-09-3.37589671E-13    2
 2.69870957E+03-3.05630209E+01 5.25300403E-01 4.76269705E-02 1.36853926E-05    3
-6.62897693E-08 3.44504094E-11 5.81209633E+03 2.67445906E+01                   4
S(1209)r0               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.09908814E+01 3.06236596E-02-1.49717515E-05 3.56912827E-09-3.35861680E-13    2
 9.31067036E+03-2.85987971E+01 1.14429994E-01 6.17424583E-02-3.47807602E-05    3
-9.11351227E-09 1.19134402E-11 1.19515250E+04 2.64839942E+01                   4
S(1209)r1               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 1.09908814E+01 3.06236596E-02-1.49717515E-05 3.56912827E-09-3.35861680E-13    2
 9.31067036E+03-2.85987971E+01 1.14429994E-01 6.17424583E-02-3.47807602E-05    3
-9.11351227E-09 1.19134402E-11 1.19515250E+04 2.64839942E+01                   4
S(1206)r0               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 7.17344956E+00 3.72576889E-02-1.89692951E-05 4.66279950E-09-4.49009735E-13    2
 3.29903770E+03-9.80934529E+00 4.93983871E+00 6.59590356E-03 1.07078120E-04    3
-1.51368233E-07 6.24300045E-11 5.27969168E+03 9.54856054E+00                   4
S(1206)r1               C   5H   7O   2     G     200.0    3000.0  1000.0      1
 7.17344956E+00 3.72576889E-02-1.89692951E-05 4.66279950E-09-4.49009735E-13    2
 3.29903770E+03-9.80934529E+00 4.93983871E+00 6.59590356E-03 1.07078120E-04    3
-1.51368233E-07 6.24300045E-11 5.27969168E+03 9.54856054E+00                   4
S(602)                  C   5H   7O   2     G     200.0    3000.0  1000.0      1
 7.81220582E+00 3.63691126E-02-1.84595059E-05 4.52687412E-09-4.35142300E-13    2
 2.71222093E+03-1.49704466E+01 4.67508488E+00 8.17145770E-03 1.06932459E-04    3
-1.54273303E-07 6.43078458E-11 4.90229437E+03 8.94933499E+00                   4
H2O(5)                  H   2O   1          G     200.0    3000.0  1000.0      1
 3.21360329E+00 1.72671140E-03 9.65794987E-08-1.98423327E-10 3.15145199E-14    2
-3.00587094E+04 4.00466148E+00 4.20496147E+00-2.11828733E-03 6.51775096E-06    3
-5.46975235E-09 1.73531263E-12-3.02908861E+04-8.77825100E-01                   4
C2H4(52)                C   2H   4          G     200.0    3000.0  1000.0      1
 1.72578397E+00 1.48887406E-02-6.93209659E-06 1.57693893E-09-1.42156446E-13    2
 4.72303183E+03 1.20615955E+01 4.14176538E+00-8.99894045E-03 5.94111471E-05    3
-7.10117356E-08 2.75749741E-11 4.74021894E+03 3.35558864E+00                   4
C3H5O(168)z             C   3H   5O   1     G     200.0    3000.0  1000.0      1
 6.95370006E+00 1.78870444E-02-8.22461377E-06 1.86182626E-09-1.67866746E-13    2
-5.14032278E+03-9.93967988E+00 2.89617291E-01 4.42072171E-02-4.67991839E-05    3
 2.63917036E-08-5.77926394E-12-3.78832623E+03 2.22875089E+01                   4
C3H5O(168)e             C   3H   5O   1     G     200.0    3000.0  1000.0      1
 6.81340314E+00 1.81328208E-02-8.37990114E-06 1.90518438E-09-1.72394061E-13    2
-4.31371996E+03-8.94341263E+00 1.64529578E+00 3.64335931E-02-3.12382291E-05    3
 1.30079623E-08-1.54950906E-12-3.17682762E+03 1.65283527E+01                   4
C5H7(1202)              C   5H   7          G     200.0    3000.0  1000.0      1
 3.06151711E+00 3.51493702E-02-1.76702837E-05 4.29707955E-09-4.10120755E-13    2
 3.10818849E+04 6.78966527E+00 3.26774457E+00-1.27879719E-03 1.09995361E-04    3
-1.47075759E-07 5.95190128E-11 3.23919091E+04 1.34357708E+01                   4
C5H8(522)               C   5H   8          G     200.0    3000.0  1000.0      1
 2.62685037E+00 3.88458617E-02-1.94409934E-05 4.71002389E-09-4.48143250E-13    2
 4.05254057E+02 7.50903070E+00 3.26145357E+00-3.58508351E-03 1.26231116E-04    3
-1.66926929E-07 6.73130432E-11 1.78575487E+03 1.29922589E+01                   4
S(1228)r0               C   5H   8O   1     G     200.0    3000.0  1000.0      1
 5.83736328E+00 3.72825866E-02-1.84192154E-05 4.42726039E-09-4.19270131E-13    2
-2.02957956E+04-5.78273133E+00 1.97432571E+00 2.93125481E-02 3.95108922E-05    3
-7.47233021E-08 3.26342608E-11-1.85808403E+04 1.80273097E+01                   4
S(1228)r1               C   5H   8O   1     G     200.0    3000.0  1000.0      1
 5.83736328E+00 3.72825866E-02-1.84192154E-05 4.42726039E-09-4.19270131E-13    2
-2.02957956E+04-5.78273133E+00 1.97432571E+00 2.93125481E-02 3.95108922E-05    3
-7.47233021E-08 3.26342608E-11-1.85808403E+04 1.80273097E+01                   4
S(1227)                 C   5H   8O   1     G     200.0    3000.0  1000.0      1
 6.36892128E+00 3.65931664E-02-1.80232684E-05 4.31905483E-09-4.07892651E-13    2
-2.22683885E+04-9.90680700E+00 3.84696319E-01 3.87486225E-02 2.34320654E-05    3
-6.41711926E-08 3.04557898E-11-2.02305108E+04 2.36617935E+01                   4
S(1229)                 C   5H   8O   1     G     200.0    3000.0  1000.0      1
 5.50836242E+00 3.78159872E-02-1.87358100E-05 4.51031330E-09-4.27417511E-13    2
-2.02010657E+04-4.86453657E+00 5.12998040E+00-2.01355749E-05 1.18183092E-04    3
-1.59109654E-07 6.44881522E-11-1.86223785E+04 5.43700215E+00                   4
CPN(801)                C   5H   8O   1     G     200.0    3000.0  1000.0      1
 3.92685513E+00 4.12893896E-02-2.08873890E-05 5.10574726E-09-4.89367548E-13    2
-2.79590916E+04 8.77105693E-01 2.93187126E+00 9.58195095E-03 9.85856274E-05    3
-1.39063613E-07 5.69093988E-11-2.63721404E+04 1.34279031E+01                   4
C5H9O(852)r0            C   5H   9O   1     G     200.0    3000.0  1000.0      1
 5.79266225E+00 4.07179790E-02-2.01195238E-05 4.83288283E-09-4.57211166E-13    2
-1.18422134E+04-4.67220191E+00 3.42790056E+00 2.47043952E-02 5.35121629E-05    3
-8.76240924E-08 3.67464229E-11-1.03410384E+04 1.23788169E+01                   4
C5H9O(852)r1            C   5H   9O   1     G     200.0    3000.0  1000.0      1
 5.79266225E+00 4.07179790E-02-2.01195238E-05 4.83288283E-09-4.57211166E-13    2
-1.18422134E+04-4.67220191E+00 3.42790056E+00 2.47043952E-02 5.35121629E-05    3
-8.76240924E-08 3.67464229E-11-1.03410384E+04 1.23788169E+01                   4
C5H9O(878)r0            C   5H   9O   1     G     200.0    3000.0  1000.0      1
 1.04068437E+01 3.15230620E-02-1.45697771E-05 3.30237427E-09-2.97385774E-13    2
-3.46294841E+03-2.19869268E+01 3.50320264E+00 5.52697856E-02-4.00370770E-05    3
 9.39424524E-09 2.23496062E-12-1.97300620E+03 1.20249523E+01                   4
C5H9O(878)r1            C   5H   9O   1     G     200.0    3000.0  1000.0      1
 1.04068437E+01 3.15230620E-02-1.45697771E-05 3.30237427E-09-2.97385774E-13    2
-3.46294841E+03-2.19869268E+01 3.50320264E+00 5.52697856E-02-4.00370770E-05    3
 9.39424524E-09 2.23496062E-12-1.97300620E+03 1.20249523E+01                   4
C5H9O(853)z             C   5H   9O   1     G     200.0    3000.0  1000.0      1
 8.39057079E+00 3.48688305E-02-1.65667540E-05 3.83960876E-09-3.52235177E-13    2
-3.86970248E+03-1.14050707E+01 2.79061587E+00 4.28717825E-02 2.55990215E-06    3
-3.83618606E-08 2.03195809E-11-2.23077149E+03 1.86109698E+01                   4
C5H9O(853)e             C   5H   9O   1     G     200.0    3000.0  1000.0      1
 7.82333821E+00 3.53723503E-02-1.68792552E-05 3.93712481E-09-3.63549182E-13    2
-3.70684856E+03-7.63316815E+00 5.15782199E+00 3.86200193E-02-8.09112855E-06    3
-1.33751001E-08 7.57839625E-12-2.85487526E+03 6.92308847E+00                   4
S(1248)r0               C   5H   9O   1     G     200.0    3000.0  1000.0      1
 5.86065521E+00 4.05707265E-02-2.00037548E-05 4.79398250E-09-4.52499963E-13    2
-1.22705029E+04-5.01909454E+00 6.27767606E+00-7.30580851E-04 1.22633592E-04    3
-1.63004770E-07 6.55931923E-11-1.08421026E+04 1.50435581E+00                   4
S(1248)r1               C   5H   9O   1     G     200.0    3000.0  1000.0      1
 5.86065521E+00 4.05707265E-02-2.00037548E-05 4.79398250E-09-4.52499963E-13    2
-1.22705029E+04-5.01909454E+00 6.27767606E+00-7.30580851E-04 1.22633592E-04    3
-1.63004770E-07 6.55931923E-11-1.08421026E+04 1.50435581E+00                   4
S(1247)                 C   5H   9O   1     G     200.0    3000.0  1000.0      1
 5.21997610E+00 4.16036199E-02-2.06495119E-05 4.97628952E-09-4.71889068E-13    2
-1.35327920E+04-3.07993531E+00 4.97795524E+00 6.62413647E-03 1.04425680E-04    3
-1.43540072E-07 5.81907855E-11-1.20962044E+04 5.87355849E+00                   4
H2O2(10)                H   2O   2          G     200.0    3000.0  1000.0      1
 4.58151293E+00 3.81128026E-03-1.26925666E-06 1.94617649E-10-1.05869428E-14    2
-1.81963589E+04 7.77365335E-01 4.44500256E+00-2.09866091E-03 2.10814745E-05    3
-2.69670873E-08 1.08468383E-11-1.79361805E+04 2.79446646E+00                   4
C2H4O2(58)              C   2H   4O   2     G     200.0    3000.0  1000.0      1
 8.96444780E+00 1.12086051E-02-4.65784020E-06 9.47220644E-10-7.65716586E-14    2
-8.85969604E+03-1.94285212E+01 1.20710725E+00 3.15252969E-02-7.65669291E-06    3
-2.57125326E-08 1.70226831E-11-7.01599643E+03 1.99517942E+01                   4
C5H8(524)               C   5H   8          G     200.0    3000.0  1000.0      1
 4.56195495E+00 3.46540412E-02-1.69246908E-05 4.01302252E-09-3.74925241E-13    2
 9.14524685E+03 3.95217858E+00 6.59300300E+00 5.78157672E-04 8.76979685E-05    3
-1.14328871E-07 4.53891447E-11 9.71058025E+03-3.06969966E-01                   4
C5H9(553)               C   5H   9          G     200.0    3000.0  1000.0      1
 2.87997485E+00 4.18376022E-02-2.08798084E-05 5.04561111E-09-4.79001562E-13    2
 8.63426104E+03 6.46410827E+00 4.04715257E+00-3.27578676E-03 1.30015957E-04    3
-1.71174266E-07 6.87913215E-11 9.92609405E+03 9.48941484E+00                   4
C5H8O(825)rs            C   5H   8O   1     G     200.0    3000.0  1000.0      1
 3.95354277E+00 4.12619756E-02-2.08852211E-05 5.10870869E-09-4.89975034E-13    2
-1.57304866E+04 6.90545637E-02 2.80548085E+00 1.21904169E-03 1.30125716E-04    3
-1.77740930E-07 7.25397218E-11-1.37914666E+04 1.52295059E+01                   4
C5H8O(833)              C   5H   8O   1     G     200.0    3000.0  1000.0      1
 5.52803471E+00 3.71747669E-02-1.85120575E-05 4.46242584E-09-4.22734185E-13    2
-1.63213326E+04 2.61739907E+00 7.22140568E+00 2.39775494E-02 9.90664125E-06    3
-1.93468513E-08 6.47169076E-12-1.63155601E+04-3.87930557E+00                   4
C5H8O(829)rs            C   5H   8O   1     G     200.0    3000.0  1000.0      1
 4.07044469E+00 4.10839594E-02-2.07820487E-05 5.08160797E-09-4.87276416E-13    2
-1.08095302E+04-1.65918024E+00 2.00014439E+00 4.78853840E-04 1.40586161E-04    3
-1.93833522E-07 7.97350501E-11-8.54176305E+03 1.88124101E+01                   4
S(722)r0                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 9.61472110E+00 3.90908062E-02-1.92503632E-05 4.61224995E-09-4.35539511E-13    2
-4.29088579E+03-2.23212148E+01 1.95197832E+00 4.82247932E-02 1.11735711E-05    3
-5.60698590E-08 2.83513909E-11-1.92330679E+03 1.92958200E+01                   4
S(722)r1                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 9.61472110E+00 3.90908062E-02-1.92503632E-05 4.61224995E-09-4.35539511E-13    2
-4.29088579E+03-2.23212148E+01 1.95197832E+00 4.82247932E-02 1.11735711E-05    3
-5.60698590E-08 2.83513909E-11-1.92330679E+03 1.92958200E+01                   4
S(734)r0                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.29619167E+01 3.17476906E-02-1.47959457E-05 3.37846066E-09-3.06183322E-13    2
 4.53790713E+03-3.20852716E+01 6.80076245E+00 3.38896367E-02 3.08519101E-05    3
-7.31723793E-08 3.46160090E-11 6.56540795E+03 2.29499893E+00                   4
S(734)r1                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.29619167E+01 3.17476906E-02-1.47959457E-05 3.37846066E-09-3.06183322E-13    2
 4.53790713E+03-3.20852716E+01 6.80076245E+00 3.38896367E-02 3.08519101E-05    3
-7.31723793E-08 3.46160090E-11 6.56540795E+03 2.29499893E+00                   4
S(731)r0                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.51363192E+01 2.99280033E-02-1.41778601E-05 3.29085006E-09-3.02897330E-13    2
 3.31573968E+03-4.62317851E+01 7.12560291E+00 3.33847731E-02 3.89347053E-05    3
-8.47558679E-08 3.91852017E-11 6.00794229E+03-1.43188841E+00                   4
S(731)r1                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.51363192E+01 2.99280033E-02-1.41778601E-05 3.29085006E-09-3.02897330E-13    2
 3.31573968E+03-4.62317851E+01 7.12560291E+00 3.33847731E-02 3.89347053E-05    3
-8.47558679E-08 3.91852017E-11 6.00794229E+03-1.43188841E+00                   4
S(728)z                 C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.03000208E+01 3.65706913E-02-1.78870579E-05 4.25273364E-09-3.98618626E-13    2
 5.29630889E+03-1.80769347E+01 7.43559709E+00 1.97704517E-02 6.54928369E-05    3
-1.04303503E-07 4.44423865E-11 6.93841228E+03 1.79525658E+00                   4
S(728)e                 C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.13734882E+01 3.41203694E-02-1.62088903E-05 3.76325902E-09-3.45942469E-13    2
 5.30016390E+03-2.31872255E+01 6.22686923E+00 3.78802752E-02 1.41267686E-05    3
-5.01813265E-08 2.46496973E-11 6.94196213E+03 5.16924248E+00                   4
S(719)                  C   5H   9O   2     G     200.0    3000.0  1000.0      1
 6.45088803E+00 4.45442643E-02-2.24792013E-05 5.48507581E-09-5.25027414E-13    2
-1.09068542E+04-8.39321368E+00 5.83455433E+00-1.23531909E-03 1.44306106E-04    3
-1.94168738E-07 7.87393962E-11-8.93526253E+03 4.98636382E+00                   4
S(725)r0                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.00881176E+01 3.88173364E-02-1.92220585E-05 4.62587679E-09-4.38313378E-13    2
-5.06555039E+03-2.52975131E+01 3.64930961E+00 2.57774049E-02 8.06478480E-05    3
-1.35476899E-07 5.92732949E-11-2.31337336E+03 1.40581978E+01                   4
S(725)r1                C   5H   9O   2     G     200.0    3000.0  1000.0      1
 1.00881176E+01 3.88173364E-02-1.92220585E-05 4.62587679E-09-4.38313378E-13    2
-5.06555039E+03-2.52975131E+01 3.64930961E+00 2.57774049E-02 8.06478480E-05    3
-1.35476899E-07 5.92732949E-11-2.31337336E+03 1.40581978E+01                   4

END


SPECIES

H(1)           ! SMILES: [H]                      AMChI: AMChI=1/H
C2H2(40)       ! SMILES: C#C                      AMChI: AMChI=1/C2H2/c1-2/h1-2H
C3H5(122)      ! SMILES: C=C[CH2]                 AMChI: AMChI=1/C3H5/c1-3-2/h3H,1-2H2
C5H6(478)      ! SMILES: C=1C=CCC=1               AMChI: AMChI=1/C5H6/c1-2-4-5-3-1/h1-4H,5H2
C5H7(500)      ! SMILES: C1=CCC[CH]1              AMChI: AMChI=1/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2
C5H7(504)      ! SMILES: C1=CC[CH]C1              AMChI: AMChI=1/C5H7/c1-2-5-3-4-1/h1-3H,4-5H2
C5H7(487)z     ! SMILES: [H]/[C]=C\CC=C           AMChI: AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1-
C5H7(487)e     ! SMILES: [H]/[C]=C/CC=C           AMChI: AMChI=1/C5H7/c1-3-5-4-2/h1,3-4H,2,5H2/b3-1+
C5H7(507)zz    ! SMILES: C=/C/C=\C\[CH2]          AMChI: AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4-
OH(4)          ! SMILES: [OH]                     AMChI: AMChI=1/HO/h1H
O2(6)          ! SMILES: O=O                      AMChI: AMChI=1/O2/c1-2
HO2(8)         ! SMILES: [O]O                     AMChI: AMChI=1/HO2/c1-2/h2H
C3H4O(165)     ! SMILES: C=CC=O                   AMChI: AMChI=1/C3H4O/c1-2-3-4/h2-3H,1H2
C5H6O(645)z    ! SMILES: C=C/C=C\C=O              AMChI: AMChI=1/C5H6O/c1-2-3-4-5-6/h2-5H,1H2/b4-3-
CPND2(626)     ! SMILES: O=C1C=CCC1               AMChI: AMChI=1/C5H6O/c6-5-2-1-3-4-5/h1-2H,3-4H2
S(1288)rs0     ! SMILES: C1=C[C@H]2[C@@H](C1)O2   AMChI: AMChI=1/C5H6O/c1-2-4-5(6-4)3-1/h1-2,4-5H,3H2/t4-,5+/m0/s1
S(1288)rs1     ! SMILES: C1=C[C@@H]2[C@H](C1)O2   AMChI: AMChI=1/C5H6O/c1-2-4-5(6-4)3-1/h1-2,4-5H,3H2/t4-,5+/m1/s1
C5Oqidgnvrs    ! SMILES: C1=C[C@@H]2C[C@H]1O2     AMChI: AMChI=1/C5H6O/c1-2-5-3-4(1)6-5/h1-2,4-5H,3H2/t4-,5+
C5O2pkpfsder0  ! SMILES: [H]/[C]=C/[C@@H](C=C)OO  AMChI: AMChI=1/C5H7O2/c1-3-5(4-2)7-6/h1,3-6H,2H2/b3-1+/t5-/m0/s1
C5O2pkpfsder1  ! SMILES: [H]/[C]=C/[C@H](C=C)OO   AMChI: AMChI=1/C5H7O2/c1-3-5(4-2)7-6/h1,3-6H,2H2/b3-1+/t5-/m1/s1
C5O2sidwaoez   ! SMILES: [H]/[C]=C/C/C=C\OO       AMChI: AMChI=1/C5H7O2/c1-2-5-3-4-7-6/h1-4,6H,5H2/b2-1+,4-3-
C5O2sidwaoee   ! SMILES: [H]/[C]=C/C/C=C/OO       AMChI: AMChI=1/C5H7O2/c1-2-5-3-4-7-6/h1-4,6H,5H2/b2-1+,4-3+
S(1210)r0      ! SMILES: OO[C@H]1[CH]C=CC1        AMChI: AMChI=1/C5H7O2/c6-7-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m0/s1
S(1210)r1      ! SMILES: OO[C@@H]1[CH]C=CC1       AMChI: AMChI=1/C5H7O2/c6-7-5-3-1-2-4-5/h1-3,5-6H,4H2/t5-/m1/s1
S(1209)r0      ! SMILES: OO[C@H]1C=CC[CH]1        AMChI: AMChI=1/C5H7O2/c6-7-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m0/s1
S(1209)r1      ! SMILES: OO[C@@H]1C=CC[CH]1       AMChI: AMChI=1/C5H7O2/c6-7-5-2-1-4-3-5/h1-3,5-6H,4H2/t5-/m1/s1
S(1206)r0      ! SMILES: [O]O[C@H]1C=CCC1         AMChI: AMChI=1/C5H7O2/c6-7-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m0/s1
S(1206)r1      ! SMILES: [O]O[C@@H]1C=CCC1        AMChI: AMChI=1/C5H7O2/c6-7-5-2-1-3-4-5/h1-2,5H,3-4H2/t5-/m1/s1
S(602)         ! SMILES: [O]OC1CC=CC1             AMChI: AMChI=1/C5H7O2/c6-7-5-3-1-2-4-5/h1-2,5H,3-4H2
H2O(5)         ! SMILES: O                        AMChI: AMChI=1/H2O/h1H2
C2H4(52)       ! SMILES: C=C                      AMChI: AMChI=1/C2H4/c1-2/h1-2H2
C3H5O(168)z    ! SMILES: [CH2]/C=C\O              AMChI: AMChI=1/C3H5O/c1-2-3-4/h2-4H,1H2/b3-2-
